proteinId	annotation	name
Neocon1|830323	GH11	Glycoside Hydrolase Family 11
Neocon1|830325	GH11	Glycoside Hydrolase Family 11
Neocon1|830326	GH11	Glycoside Hydrolase Family 11
Neocon1|830327	GH11	Glycoside Hydrolase Family 11
Neocon1|830849	GH5_4	Glycoside Hydrolase Family 5 / Subf 4
Neocon1|830935	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|830935	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|830935	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|830935	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|830935	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|831030	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|831030	PL4_dist	Polysaccharide Lyase Family 4
Neocon1|831030	CE12	Carbohydrate Esterase Family 12
Neocon1|831182	GH48	Glycoside Hydrolase Family 48
Neocon1|831290	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|831290	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|831290	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|831290	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|831290	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|831358	CBM29	Carbohydrate-Binding Module Family 29
Neocon1|831358	DOC2	
Neocon1|831358	GH10	Glycoside Hydrolase Family 10
Neocon1|831358	DOC2	
Neocon1|831358	DOC2	
Neocon1|831726	GH26	Glycoside Hydrolase Family 26
Neocon1|831726	CBM35	Carbohydrate-Binding Module Family 35
Neocon1|831870	DOC2	
Neocon1|831870	GH45	Glycoside Hydrolase Family 45
Neocon1|832084	EXPN	Distantly related to plant expansins
Neocon1|832084	CBM63	Carbohydrate-Binding Module Family 63
Neocon1|832415	DOC2	
Neocon1|832415	CE15	Carbohydrate Esterase Family 15
Neocon1|832415	DOC2	
Neocon1|832676	GH48	Glycoside Hydrolase Family 48
Neocon1|832676	DOC2	
Neocon1|832676	DOC2	
Neocon1|832678	GH48	Glycoside Hydrolase Family 48
Neocon1|832678	DOC2	
Neocon1|832678	DOC2	
Neocon1|832852	GH5_4	Glycoside Hydrolase Family 5 / Subf 4
Neocon1|832852	GH5_4	Glycoside Hydrolase Family 5 / Subf 4
Neocon1|832852	GH5_4	Glycoside Hydrolase Family 5 / Subf 4
Neocon1|832852	DOC2	
Neocon1|832852	DOC2	
Neocon1|833120	GH3	Glycoside Hydrolase Family 3
Neocon1|833258	DOC2	
Neocon1|833258	DOC2	
Neocon1|833259	DOC2	
Neocon1|833259	DOC2	
Neocon1|833261	DOC2	
Neocon1|833261	DOC2	
Neocon1|833266	DOC2	
Neocon1|833266	DOC2	
Neocon1|833476	GH3	Glycoside Hydrolase Family 3
Neocon1|833834	GH11	Glycoside Hydrolase Family 11
Neocon1|834243	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|834243	GH10	Glycoside Hydrolase Family 10
Neocon1|834386	GH3	Glycoside Hydrolase Family 3
Neocon1|834747	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|834747	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|834776	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|834799	GH11	Glycoside Hydrolase Family 11
Neocon1|834800	GH11	Glycoside Hydrolase Family 11
Neocon1|834817	GH11	Glycoside Hydrolase Family 11
Neocon1|835082	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|835082	CE12	Carbohydrate Esterase Family 12
Neocon1|835312	GH48	Glycoside Hydrolase Family 48
Neocon1|836400	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|836810	CBM32	Carbohydrate-Binding Module Family 32
Neocon1|836988	EXPN	Distantly related to plant expansins
Neocon1|837133	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|837133	GH10	Glycoside Hydrolase Family 10
Neocon1|837159	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|837159	GH6	Glycoside Hydrolase Family 6
Neocon1|837341	GH5_4	Glycoside Hydrolase Family 5 / Subf 4
Neocon1|837395	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|837395	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|837745	GT2	GlycosylTransferase Family 2
Neocon1|838775	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|838775	DOC2	
Neocon1|838775	DOC2	
Neocon1|839578	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|839578	CBM61	Carbohydrate-Binding Module Family 61
Neocon1|839578	GH43	Glycoside Hydrolase Family 43
Neocon1|839747	GH115	Glycoside Hydrolase Family 115
Neocon1|839844	GH5_4	Glycoside Hydrolase Family 5 / Subf 4
Neocon1|840495	PL1_6	Polysaccharide Lyase Family 1 / Subf 6
Neocon1|840569	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|841070	GT2	GlycosylTransferase Family 2
Neocon1|841554	CE12	Carbohydrate Esterase Family 12
Neocon1|841569	GH10	Glycoside Hydrolase Family 10
Neocon1|841569	GH10	Glycoside Hydrolase Family 10
Neocon1|841573	GH10	Glycoside Hydrolase Family 10
Neocon1|842502	DOC2	
Neocon1|842502	CBM29	Carbohydrate-Binding Module Family 29
Neocon1|842502	DOC2	
Neocon1|842502	DOC2	
Neocon1|843375	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|843375	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|843375	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|843375	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|843379	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|843379	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|843379	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|843379	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|843903	CBM32	Carbohydrate-Binding Module Family 32
Neocon1|845883	GH1	Glycoside Hydrolase Family 1
Neocon1|846029	DOC2	
Neocon1|846029	DOC2	
Neocon1|846063	DOC2	
Neocon1|846690	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|847147	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|847147	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|847147	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|847333	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|847333	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|847333	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|847428	GT17	GlycosylTransferase Family 17
Neocon1|848489	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|848489	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|848489	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|848489	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|848558	DOC2	
Neocon1|848558	DOC2	
Neocon1|848558	DOC2	
Neocon1|848574	DOC2	
Neocon1|848574	DOC2	
Neocon1|848574	DOC2	
Neocon1|848592	DOC2	
Neocon1|848592	DOC2	
Neocon1|848592	DOC2	
Neocon1|848592	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|848592	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|848612	DOC2	
Neocon1|848612	DOC2	
Neocon1|848612	DOC2	
Neocon1|848612	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|848612	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|848612	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|848612	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|848612	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|848882	DOC2	
Neocon1|848882	DOC2	
Neocon1|848882	GH45	Glycoside Hydrolase Family 45
Neocon1|848900	DOC2	
Neocon1|848900	DOC2	
Neocon1|849067	GH45	Glycoside Hydrolase Family 45
Neocon1|849067	CBM10	Carbohydrate-Binding Module Family 10
Neocon1|849190	DOC2	
Neocon1|849190	DOC2	
Neocon1|849194	DOC2	
Neocon1|849194	DOC2	
Neocon1|849194	DOC2	
Neocon1|849200	DOC2	
Neocon1|849200	DOC2	
Neocon1|849605	GH3	Glycoside Hydrolase Family 3
Neocon1|849625	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|849625	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|849625	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|849626	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|849626	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|849626	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|850061	DOC2	
Neocon1|850061	GH6	Glycoside Hydrolase Family 6
Neocon1|850062	GH6	Glycoside Hydrolase Family 6
Neocon1|850322	GH5_7	Glycoside Hydrolase Family 5 / Subf 7
Neocon1|851697	GH48	Glycoside Hydrolase Family 48
Neocon1|851697	DOC2	
Neocon1|851697	DOC2	
Neocon1|851910	DOC2	
Neocon1|851910	DOC2	
Neocon1|851910	GH95	Glycoside Hydrolase Family 95
Neocon1|852106	PL4_dist	Polysaccharide Lyase Family 4
Neocon1|852181	GH11	Glycoside Hydrolase Family 11
Neocon1|852198	GH11	Glycoside Hydrolase Family 11
Neocon1|852873	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|852873	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|852873	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|852909	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|852909	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|852909	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|852951	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|852951	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|852951	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|853088	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|853088	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|853088	GH18	Glycoside Hydrolase Family 18
Neocon1|853088	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|853088	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|853088	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|853088	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|853241	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|853241	PL1	Polysaccharide Lyase Family 1
Neocon1|854817	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|854817	PL1	Polysaccharide Lyase Family 1
Neocon1|854822	PL1	Polysaccharide Lyase Family 1
Neocon1|854933	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|855073	GT2	GlycosylTransferase Family 2
Neocon1|855096	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|855157	DOC2	
Neocon1|855157	DOC2	
Neocon1|855157	GH115	Glycoside Hydrolase Family 115
Neocon1|855167	GH115	Glycoside Hydrolase Family 115
Neocon1|855187	DOC2	
Neocon1|855187	GH26	Glycoside Hydrolase Family 26
Neocon1|855187	GH26	Glycoside Hydrolase Family 26
Neocon1|855524	PL4_dist	Polysaccharide Lyase Family 4
Neocon1|856560	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|856560	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|856560	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|857021	CBM10	Carbohydrate-Binding Module Family 10
Neocon1|857021	CBM10	Carbohydrate-Binding Module Family 10
Neocon1|857021	CBM10	Carbohydrate-Binding Module Family 10
Neocon1|857139	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|857139	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|857139	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|857169	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|857169	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|857169	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|857401	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|857622	GH43	Glycoside Hydrolase Family 43
Neocon1|858035	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|858035	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|858035	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|858576	GT39	GlycosylTransferase Family 39
Neocon1|859476	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|859476	CE12	Carbohydrate Esterase Family 12
Neocon1|859765	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|859765	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|859765	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|859851	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|860238	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|860447	CBM26	Carbohydrate-Binding Module Family 26
Neocon1|860447	CBM26	Carbohydrate-Binding Module Family 26
Neocon1|860740	PL3_2	Polysaccharide Lyase Family 3 / Subf 2
Neocon1|860752	PL3_2	Polysaccharide Lyase Family 3 / Subf 2
Neocon1|860762	PL3_2	Polysaccharide Lyase Family 3 / Subf 2
Neocon1|860917	DOC2	
Neocon1|861255	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|861255	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|861255	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|861310	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|861505	GT17	GlycosylTransferase Family 17
Neocon1|861610	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|861610	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|861610	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|861885	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|861914	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|861914	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|861914	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|862284	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|862284	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|862284	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|862303	GH114	Glycoside Hydrolase Family 114
Neocon1|862398	GH6	Glycoside Hydrolase Family 6
Neocon1|862449	GH3	Glycoside Hydrolase Family 3
Neocon1|862450	GH3	Glycoside Hydrolase Family 3
Neocon1|863345	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|863345	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|863345	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|863457	DOC2	
Neocon1|863457	DOC2	
Neocon1|863457	DOC2	
Neocon1|863458	GH6	Glycoside Hydrolase Family 6
Neocon1|863485	GH3	Glycoside Hydrolase Family 3
Neocon1|863495	DOC2	
Neocon1|863495	DOC2	
Neocon1|863495	DOC2	
Neocon1|863495	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|863495	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|863862	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|863862	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|863862	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|863862	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|863928	DOC2	
Neocon1|863928	DOC2	
Neocon1|863930	DOC2	
Neocon1|863930	DOC2	
Neocon1|863966	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|863966	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|863966	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|863966	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|864473	DOC2	
Neocon1|864473	DOC2	
Neocon1|864473	GH6	Glycoside Hydrolase Family 6
Neocon1|864842	PL1	Polysaccharide Lyase Family 1
Neocon1|865061	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|865612	GH11	Glycoside Hydrolase Family 11
Neocon1|865760	DOC2	
Neocon1|865760	DOC2	
Neocon1|867896	DOC2	
Neocon1|867896	DOC2	
Neocon1|868519	GH5_4	Glycoside Hydrolase Family 5 / Subf 4
Neocon1|868583	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|868583	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|868583	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|868604	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|868604	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|868604	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|868840	CE6	Carbohydrate Esterase Family 6
Neocon1|868860	DOC2	
Neocon1|868860	DOC2	
Neocon1|868860	DOC2	
Neocon1|869137	GH5_4	Glycoside Hydrolase Family 5 / Subf 4
Neocon1|869660	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|869660	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|869660	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|869660	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|869662	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|869665	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|869665	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|869665	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|869665	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|869665	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|869665	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|869679	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|869679	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|869679	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|869679	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|869679	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|869679	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|869679	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|869689	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|869689	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|869689	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|869689	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|869689	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|869689	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|869774	GH6	Glycoside Hydrolase Family 6
Neocon1|869777	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|869777	CBM61	Carbohydrate-Binding Module Family 61
Neocon1|869777	GH43	Glycoside Hydrolase Family 43
Neocon1|869804	GH43	Glycoside Hydrolase Family 43
Neocon1|869808	GH43	Glycoside Hydrolase Family 43
Neocon1|869813	GH43	Glycoside Hydrolase Family 43
Neocon1|869927	GT2	GlycosylTransferase Family 2
Neocon1|870074	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|870323	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|870409	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|871030	CE6	Carbohydrate Esterase Family 6
Neocon1|871030	DOC2	
Neocon1|871131	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|871131	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|871131	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|871143	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|871143	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|871143	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|871143	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|871143	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|871143	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|871158	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|871158	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|871158	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|871158	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|871158	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|871158	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|871158	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|871168	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|871168	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|871168	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|871168	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|871168	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|871183	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|872041	DOC2	
Neocon1|872041	DOC2	
Neocon1|872041	GH6	Glycoside Hydrolase Family 6
Neocon1|872105	GH5_4	Glycoside Hydrolase Family 5 / Subf 4
Neocon1|872239	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|872239	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|872239	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|872239	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|872731	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|872731	DOC2	
Neocon1|872731	DOC2	
Neocon1|872996	DOC2	
Neocon1|872996	GH10	Glycoside Hydrolase Family 10
Neocon1|873003	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|883552	CBM48	Carbohydrate-Binding Module Family 48
Neocon1|883831	GT2	GlycosylTransferase Family 2
Neocon1|883833	GT2	GlycosylTransferase Family 2
Neocon1|884287	DOC2	
Neocon1|884287	CE15	Carbohydrate Esterase Family 15
Neocon1|884287	DOC2	
Neocon1|884473	GH32	Glycoside Hydrolase Family 32
Neocon1|884480	GH32	Glycoside Hydrolase Family 32
Neocon1|884490	GH32	Glycoside Hydrolase Family 32
Neocon1|884496	GH32	Glycoside Hydrolase Family 32
Neocon1|884502	GH32	Glycoside Hydrolase Family 32
Neocon1|884528	GH32	Glycoside Hydrolase Family 32
Neocon1|884534	GH32	Glycoside Hydrolase Family 32
Neocon1|884540	GH32	Glycoside Hydrolase Family 32
Neocon1|884550	GH32	Glycoside Hydrolase Family 32
Neocon1|884556	GH32	Glycoside Hydrolase Family 32
Neocon1|884701	GH6	Glycoside Hydrolase Family 6
Neocon1|884810	CE2	Carbohydrate Esterase Family 2
Neocon1|885315	CE18	Carbohydrate Esterase Family 18
Neocon1|885315	CBM87	Carbohydrate-Binding Module Family 87
Neocon1|885511	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|885612	DOC2	
Neocon1|885624	DOC2	
Neocon1|885624	CBM13	Carbohydrate-Binding Module Family 13
Neocon1|885767	DOC2	
Neocon1|885767	DOC2	
Neocon1|885767	GH43	Glycoside Hydrolase Family 43
Neocon1|885909	GH43	Glycoside Hydrolase Family 43
Neocon1|885925	CBM6	Carbohydrate-Binding Module Family 6
Neocon1|885925	GH43	Glycoside Hydrolase Family 43
Neocon1|885928	CBM6	Carbohydrate-Binding Module Family 6
Neocon1|885928	GH43	Glycoside Hydrolase Family 43
Neocon1|885993	DOC2	
Neocon1|885993	DOC2	
Neocon1|886688	GH48	Glycoside Hydrolase Family 48
Neocon1|886688	DOC2	
Neocon1|886688	DOC2	
Neocon1|886783	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|886783	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|886888	CE18	Carbohydrate Esterase Family 18
Neocon1|886888	CBM87	Carbohydrate-Binding Module Family 87
Neocon1|887293	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|887293	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|887293	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|887293	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|887304	EXPN	Distantly related to plant expansins
Neocon1|887603	GT2	GlycosylTransferase Family 2
Neocon1|888273	CBM48	Carbohydrate-Binding Module Family 48
Neocon1|888300	GT10	GlycosylTransferase Family 10
Neocon1|888422	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|888438	GH43	Glycoside Hydrolase Family 43
Neocon1|888447	GH43	Glycoside Hydrolase Family 43
Neocon1|888450	GH43	Glycoside Hydrolase Family 43
Neocon1|888551	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|888551	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|888551	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|888551	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|888551	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|888551	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|888551	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|888552	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|888552	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|888552	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|888552	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|888557	DOC2	
Neocon1|888557	DOC2	
Neocon1|889034	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|889034	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|889034	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|889034	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|889034	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|889427	GH5_7	Glycoside Hydrolase Family 5 / Subf 7
Neocon1|889443	CE4	Carbohydrate Esterase Family 4
Neocon1|889663	GH13_28	Glycoside Hydrolase Family 13 / Subf 28
Neocon1|889663	CBM26	Carbohydrate-Binding Module Family 26
Neocon1|889663	CBM25	Carbohydrate-Binding Module Family 25
Neocon1|889956	DOC2	
Neocon1|890388	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|890388	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|890389	GT1	GlycosylTransferase Family 1
Neocon1|890573	CBM48	Carbohydrate-Binding Module Family 48
Neocon1|890633	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|890679	GH30_5	Glycoside Hydrolase Family 30 / Subf 5
Neocon1|891062	GH39	Glycoside Hydrolase Family 39
Neocon1|891062	DOC2	
Neocon1|891062	CBM13	Carbohydrate-Binding Module Family 13
Neocon1|891062	DOC2	
Neocon1|891591	GH43	Glycoside Hydrolase Family 43
Neocon1|891947	GH30_3	Glycoside Hydrolase Family 30 / Subf 3
Neocon1|892154	CBM6	Carbohydrate-Binding Module Family 6
Neocon1|892154	CBM13	Carbohydrate-Binding Module Family 13
Neocon1|892154	DOC2	
Neocon1|892154	GH43	Glycoside Hydrolase Family 43
Neocon1|892154	DOC2	
Neocon1|892175	GH6	Glycoside Hydrolase Family 6
Neocon1|892336	CBM10	Carbohydrate-Binding Module Family 10
Neocon1|892336	CBM10	Carbohydrate-Binding Module Family 10
Neocon1|892354	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|892354	GH11	Glycoside Hydrolase Family 11
Neocon1|892464	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|892464	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|892464	CE4	Carbohydrate Esterase Family 4
Neocon1|892854	CE4	Carbohydrate Esterase Family 4
Neocon1|893179	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|893179	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|893352	GT8	GlycosylTransferase Family 8
Neocon1|893491	GH114	Glycoside Hydrolase Family 114
Neocon1|893953	GH6	Glycoside Hydrolase Family 6
Neocon1|893955	GH6	Glycoside Hydrolase Family 6
Neocon1|893957	GH6	Glycoside Hydrolase Family 6
Neocon1|893964	GH6	Glycoside Hydrolase Family 6
Neocon1|893966	GH6	Glycoside Hydrolase Family 6
Neocon1|894255	CE4	Carbohydrate Esterase Family 4
Neocon1|894255	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|894383	DOC2	
Neocon1|894383	DOC2	
Neocon1|894507	GH6	Glycoside Hydrolase Family 6
Neocon1|894516	GH6	Glycoside Hydrolase Family 6
Neocon1|894526	GH6	Glycoside Hydrolase Family 6
Neocon1|894539	GH6	Glycoside Hydrolase Family 6
Neocon1|894549	GH6	Glycoside Hydrolase Family 6
Neocon1|894558	GH6	Glycoside Hydrolase Family 6
Neocon1|894808	GH115	Glycoside Hydrolase Family 115
Neocon1|895436	GH6	Glycoside Hydrolase Family 6
Neocon1|895468	CBM1	Carbohydrate-Binding Module Family 1
